/home/vijay/Development/jetson-nano-dev/scripts/udp_rtp_producer.py:20: PyGIWarning: GstApp was imported without specifying a version first. Use gi.require_version('GstApp', '1.0') before import to ensure that the right version gets loaded.
  from gi.repository import Gst, GLib, GstApp
INFO:__main__:Setting up GStreamer pipeline: v4l2src device=/dev/video4 !
            video/x-raw,width=640,height=480,framerate=30/1 !
            videoconvert !
            identity name=frame_counter !
            x264enc tune=zerolatency !
            h264parse !
            rtph264pay !
            udpsink host=100.94.31.62 port=8554
INFO:__main__:Added frame counting probe
INFO:__main__:Starting UDP RTP producer...
INFO:__main__:Setting pipeline to PLAYING state...
INFO:__main__:Pipeline state change result: <enum GST_STATE_CHANGE_ASYNC of type Gst.StateChangeReturn>
🎥 Producer: Frame #1 captured!
🎥 Producer: Frame #2 captured!
🎥 Producer: Frame #3 captured!
🎥 Producer: Frame #4 captured!
🎥 Producer: Frame #5 captured!
🎥 Producer: Frame #6 captured!
🎥 Producer: Frame #7 captured!
🎥 Producer: Frame #8 captured!
🎥 Producer: Frame #9 captured!
🎥 Producer: Frame #10 captured!
INFO:__main__:Pipeline state: (<enum GST_STATE_CHANGE_SUCCESS of type Gst.StateChangeReturn>, state=<enum GST_STATE_PLAYING of type Gst.State>, pending=<enum GST_STATE_VOID_PENDING of type Gst.State>)
INFO:__main__:Starting GStreamer main loop...
INFO:__main__:Pipeline state changed: null -> ready
INFO:__main__:Pipeline state changed: ready -> paused
INFO:__main__:Stream started
INFO:__main__:Pipeline state changed: paused -> playing
📊 Producer: 42 frames | Real-time FPS: 21.0 | Avg FPS: 21.0 | Runtime: 2.0s
📊 Producer: 2862 frames | Real-time FPS: 30.0 | Avg FPS: 29.8 | Runtime: 96.1s
📊 Producer: 2922 frames | Real-time FPS: 30.0 | Avg FPS: 29.8 | Runtime: 98.1s
📊 Producer: 2982 frames | Real-time FPS: 30.0 | Avg FPS: 29.8 | Runtime: 100.1s
📊 Producer: 3042 frames | Real-time FPS: 30.0 | Avg FPS: 29.8 | Runtime: 102.1s
📊 Producer: 3102 frames | Real-time FPS: 30.0 | Avg FPS: 29.8 | Runtime: 104.1s
📊 Producer: 3162 frames | Real-time FPS: 30.0 | Avg FPS: 29.8 | Runtime: 106.1s
📊 Producer: 3222 frames | Real-time FPS: 30.0 | Avg FPS: 29.8 | Runtime: 108.1s
📊 Producer: 3282 frames | Real-time FPS: 30.0 | Avg FPS: 29.8 | Runtime: 110.1s
📊 Producer: 3342 frames | Real-time FPS: 30.0 | Avg FPS: 29.8 | Runtime: 112.1s
📊 Producer: 3402 frames | Real-time FPS: 30.0 | Avg FPS: 29.8 | Runtime: 114.1s
📊 Producer: 3462 frames | Real-time FPS: 30.0 | Avg FPS: 29.8 | Runtime: 116.1s
📊 Producer: 3522 frames | Real-time FPS: 30.0 | Avg FPS: 29.8 | Runtime: 118.1s
📊 Producer: 3582 frames | Real-time FPS: 30.0 | Avg FPS: 29.8 | Runtime: 120.1s
📊 Producer: 3642 frames | Real-time FPS: 30.0 | Avg FPS: 29.8 | Runtime: 122.1s
📊 Producer: 3702 frames | Real-time FPS: 30.0 | Avg FPS: 29.8 | Runtime: 124.1s
📊 Producer: 3762 frames | Real-time FPS: 30.0 | Avg FPS: 29.8 | Runtime: 126.1s
📊 Producer: 3822 frames | Real-time FPS: 30.0 | Avg FPS: 29.8 | Runtime: 128.1s
📊 Producer: 3882 frames | Real-time FPS: 30.0 | Avg FPS: 29.8 | Runtime: 130.1s
📊 Producer: 3942 frames | Real-time FPS: 30.0 | Avg FPS: 29.8 | Runtime: 132.1s
📊 Producer: 4002 frames | Real-time FPS: 30.0 | Avg FPS: 29.8 | Runtime: 134.1s
📊 Producer: 4062 frames | Real-time FPS: 30.0 | Avg FPS: 29.8 | Runtime: 136.1s
📊 Producer: 4122 frames | Real-time FPS: 30.0 | Avg FPS: 29.8 | Runtime: 138.1s
📊 Producer: 4182 frames | Real-time FPS: 30.0 | Avg FPS: 29.8 | Runtime: 140.1s
📊 Producer: 4242 frames | Real-time FPS: 30.0 | Avg FPS: 29.9 | Runtime: 142.1s
📊 Producer: 4302 frames | Real-time FPS: 30.0 | Avg FPS: 29.9 | Runtime: 144.1s
📊 Producer: 4362 frames | Real-time FPS: 30.0 | Avg FPS: 29.9 | Runtime: 146.1s
📊 Producer: 4422 frames | Real-time FPS: 30.0 | Avg FPS: 29.9 | Runtime: 148.1s
📊 Producer: 4482 frames | Real-time FPS: 30.0 | Avg FPS: 29.9 | Runtime: 150.1s
📊 Producer: 4542 frames | Real-time FPS: 30.0 | Avg FPS: 29.9 | Runtime: 152.1s
📊 Producer: 4602 frames | Real-time FPS: 30.0 | Avg FPS: 29.9 | Runtime: 154.1s
📊 Producer: 4662 frames | Real-time FPS: 30.0 | Avg FPS: 29.9 | Runtime: 156.1s
📊 Producer: 4722 frames | Real-time FPS: 30.0 | Avg FPS: 29.9 | Runtime: 158.1s
📊 Producer: 4782 frames | Real-time FPS: 30.0 | Avg FPS: 29.9 | Runtime: 160.1s
📊 Producer: 4842 frames | Real-time FPS: 30.0 | Avg FPS: 29.9 | Runtime: 162.1s
📊 Producer: 4902 frames | Real-time FPS: 30.0 | Avg FPS: 29.9 | Runtime: 164.1s
📊 Producer: 4962 frames | Real-time FPS: 30.0 | Avg FPS: 29.9 | Runtime: 166.1s
📊 Producer: 5022 frames | Real-time FPS: 30.0 | Avg FPS: 29.9 | Runtime: 168.1s
📊 Producer: 5082 frames | Real-time FPS: 30.0 | Avg FPS: 29.9 | Runtime: 170.1s
📊 Producer: 5142 frames | Real-time FPS: 30.0 | Avg FPS: 29.9 | Runtime: 172.1s
📊 Producer: 5202 frames | Real-time FPS: 30.0 | Avg FPS: 29.9 | Runtime: 174.1s
📊 Producer: 5262 frames | Real-time FPS: 30.0 | Avg FPS: 29.9 | Runtime: 176.1s
📊 Producer: 5322 frames | Real-time FPS: 30.0 | Avg FPS: 29.9 | Runtime: 178.1s
📊 Producer: 5382 frames | Real-time FPS: 30.0 | Avg FPS: 29.9 | Runtime: 180.1s
📊 Producer: 5442 frames | Real-time FPS: 30.0 | Avg FPS: 29.9 | Runtime: 182.1s
📊 Producer: 5502 frames | Real-time FPS: 30.0 | Avg FPS: 29.9 | Runtime: 184.1s
📊 Producer: 5562 frames | Real-time FPS: 30.0 | Avg FPS: 29.9 | Runtime: 186.1s
📊 Producer: 5622 frames | Real-time FPS: 30.0 | Avg FPS: 29.9 | Runtime: 188.1s
📊 Producer: 5682 frames | Real-time FPS: 30.0 | Avg FPS: 29.9 | Runtime: 190.1s
📊 Producer: 5742 frames | Real-time FPS: 30.0 | Avg FPS: 29.9 | Runtime: 192.1s
📊 Producer: 5802 frames | Real-time FPS: 30.0 | Avg FPS: 29.9 | Runtime: 194.1s
📊 Producer: 5862 frames | Real-time FPS: 30.0 | Avg FPS: 29.9 | Runtime: 196.1s
📊 Producer: 5922 frames | Real-time FPS: 30.0 | Avg FPS: 29.9 | Runtime: 198.1s
📊 Producer: 5982 frames | Real-time FPS: 30.0 | Avg FPS: 29.9 | Runtime: 200.1s
📊 Producer: 6042 frames | Real-time FPS: 30.0 | Avg FPS: 29.9 | Runtime: 202.1s
📊 Producer: 6102 frames | Real-time FPS: 30.0 | Avg FPS: 29.9 | Runtime: 204.1s
📊 Producer: 6162 frames | Real-time FPS: 30.0 | Avg FPS: 29.9 | Runtime: 206.1s
📊 Producer: 6222 frames | Real-time FPS: 30.0 | Avg FPS: 29.9 | Runtime: 208.2s
📊 Producer: 6282 frames | Real-time FPS: 30.0 | Avg FPS: 29.9 | Runtime: 210.2s
📊 Producer: 6342 frames | Real-time FPS: 30.0 | Avg FPS: 29.9 | Runtime: 212.2s
📊 Producer: 6402 frames | Real-time FPS: 30.0 | Avg FPS: 29.9 | Runtime: 214.2s
📊 Producer: 6462 frames | Real-time FPS: 30.0 | Avg FPS: 29.9 | Runtime: 216.2s
📊 Producer: 6522 frames | Real-time FPS: 30.0 | Avg FPS: 29.9 | Runtime: 218.2s
📊 Producer: 6582 frames | Real-time FPS: 30.0 | Avg FPS: 29.9 | Runtime: 220.2s
📊 Producer: 6642 frames | Real-time FPS: 30.0 | Avg FPS: 29.9 | Runtime: 222.2s
📊 Producer: 6702 frames | Real-time FPS: 30.0 | Avg FPS: 29.9 | Runtime: 224.2s
📊 Producer: 6762 frames | Real-time FPS: 30.0 | Avg FPS: 29.9 | Runtime: 226.2s
📊 Producer: 6822 frames | Real-time FPS: 30.0 | Avg FPS: 29.9 | Runtime: 228.2s
